,carat,depth,table,x,y,z,cut,color,clarity,city,x/y,td,ad,cc,colcut,colcla,ccc
32,1.0,63.3,58.0,6.26,6.29,3.97,1.7320508075688772,2.23606797749979,1.4142135623730951,1.0017263703064307,0.944244041976424,0.9162717219589258,0.006397120251876631,1.4142135623730951,3.872983346207417,3.1622776601683795,5.477225575051661
33,0.32,62.2,60.0,4.37,4.34,2.71,2.0,2.6457513110645907,1.7320508075688772,1.0699179974104445,1.0861767179040347,0.9646302250803858,0.0062260058005361284,0.5542562584220407,5.291502622129181,4.58257569495584,9.16515138991168
34,0.27,62.3,54.0,4.18,4.21,2.61,1.7320508075688772,2.6457513110645907,2.6457513110645907,1.0561070349589987,0.9177623371334128,0.8667736757624398,0.005878477756428018,0.7143528539874395,4.58257569495584,7.000000000000001,12.124355652982143
35,0.71,62.1,58.0,5.64,5.72,3.53,1.7320508075688772,2.23606797749979,1.7320508075688772,1.0,0.844494649394509,0.9339774557165861,0.006234598784776593,1.2297560733739028,3.872983346207417,3.872983346207417,6.7082039324993685
36,1.5,64.9,61.0,7.14,7.09,4.62,1.0,1.4142135623730951,1.4142135623730951,1.0401381096245144,1.0879870324835144,0.9399075500770415,0.0064136438008977155,2.121320343559643,1.4142135623730951,2.0000000000000004,2.0000000000000004
37,0.9,64.0,61.0,6.0,5.96,3.83,1.4142135623730951,1.0,1.7320508075688772,1.048769961156668,1.0835772734412366,0.953125,0.0065712232989293285,1.5588457268119895,1.4142135623730951,1.7320508075688772,2.4494897427831783
38,0.71,60.5,59.0,5.81,5.79,3.51,2.0,2.6457513110645907,1.7320508075688772,1.0,1.042247408519701,0.9752066115702479,0.0060130738283764905,1.2297560733739028,5.291502622129181,4.58257569495584,9.16515138991168
39,0.32,61.5,58.0,4.39,4.42,2.71,2.0,2.23606797749979,2.0,1.0388433318946915,0.9215247645781028,0.943089430894309,0.006085466806079641,0.64,4.47213595499958,4.47213595499958,8.94427190999916
40,0.23,62.4,59.0,3.91,3.94,2.45,1.7320508075688772,2.449489742783178,2.449489742783178,1.0561070349589987,0.9123603997989541,0.9455128205128205,0.0060938080816082775,0.5633826408401309,4.242640687119285,5.999999999999999,10.392304845413262
41,1.21,61.8,57.0,6.81,6.86,4.23,2.23606797749979,2.0,2.23606797749979,1.0548122572291756,0.9159588316637965,0.9223300970873787,0.006123134163365158,2.7056422527747457,4.47213595499958,4.47213595499958,10.000000000000002
42,0.31,60.3,57.0,4.41,4.44,2.67,1.7320508075688772,2.449489742783178,2.6457513110645907,1.0561070349589987,0.9218652241476928,0.945273631840796,0.005929647449176609,0.8201829064300231,4.242640687119285,6.48074069840786,11.224972160321824
43,0.61,60.1,60.3,5.47,5.5,3.29,1.4142135623730951,1.7320508075688772,2.23606797749979,1.0358221838584376,0.9364738227967636,1.0033277870216306,0.00616288297645021,1.3640014662748718,2.4494897427831783,3.872983346207417,5.477225575051662
44,1.31,62.0,53.0,7.06,7.07,4.37,2.23606797749979,2.0,2.23606797749979,1.0388433318946915,0.9831582934327903,0.8548387096774194,0.006005729172220629,2.929249050524725,4.47213595499958,4.47213595499958,10.000000000000002
45,0.7,61.4,64.0,5.66,5.71,3.49,1.4142135623730951,2.449489742783178,1.7320508075688772,1.0310746655157532,0.8998370591531336,1.0423452768729642,0.006206118640738731,1.212435565298214,3.4641016151377544,4.242640687119285,6.0
46,0.38,60.7,56.0,4.69,4.74,2.86,2.23606797749979,2.6457513110645907,2.0,1.0358221838584376,0.8805094320196218,0.9225700164744646,0.00597676773758391,0.76,5.916079783099617,5.291502622129181,11.832159566199234
47,0.3,62.0,55.0,4.34,4.31,2.68,2.23606797749979,2.6457513110645907,2.0,1.0358221838584376,1.0867997059009076,0.8870967741935484,0.005984384108731312,0.6,5.916079783099617,5.291502622129181,11.832159566199234
48,0.53,63.7,55.0,5.12,5.15,3.27,1.4142135623730951,1.7320508075688772,1.7320508075688772,1.0310746655157532,0.9322937724327696,0.8634222919937206,0.0061468261037380114,0.9179869280115049,2.4494897427831783,2.9999999999999996,4.242640687119285
49,0.77,62.2,57.0,5.81,5.86,3.63,1.7320508075688772,1.7320508075688772,2.23606797749979,1.0401381096245144,0.9022817983387517,0.9163987138263665,0.006230319976773368,1.7217723426748381,2.9999999999999996,3.872983346207417,6.7082039324993685
50,0.34,61.1,56.0,4.52,4.55,2.77,2.23606797749979,2.23606797749979,1.7320508075688772,1.0360379801467414,0.9236862055292775,0.9165302782324058,0.005968281742218678,0.5888972745734183,5.000000000000001,3.872983346207417,8.660254037844387
51,1.01,61.8,59.0,6.41,6.37,3.95,2.0,1.7320508075688772,1.7320508075688772,1.0051791109192922,1.0780109349589673,0.9546925566343043,0.006262198305033725,1.749371315644566,3.4641016151377544,2.9999999999999996,5.999999999999999
52,0.71,59.6,60.0,5.8,5.85,3.47,1.7320508075688772,2.449489742783178,2.0,1.0360379801467414,0.902122531151578,1.006711409395973,0.006030384645111863,1.42,4.242640687119285,4.898979485566356,8.48528137423857
53,1.21,61.1,55.0,6.87,6.85,4.19,2.23606797749979,2.23606797749979,1.7320508075688772,1.0561070349589987,1.0356046380757244,0.9001636661211129,0.006136546632010899,2.0957814771583414,5.000000000000001,3.872983346207417,8.660254037844387
54,1.21,61.5,57.0,6.93,6.88,4.25,2.0,2.23606797749979,1.4142135623730951,1.0401381096245144,1.090780979983762,0.926829268292683,0.005971380800382169,1.711198410471445,4.47213595499958,3.1622776601683795,6.324555320336759
55,0.56,62.3,55.0,5.31,5.25,3.29,2.23606797749979,2.0,2.6457513110645907,1.0358221838584376,1.1461002627815786,0.882825040128411,0.006105739967983027,1.481620734196171,4.47213595499958,5.291502622129181,11.832159566199234
56,1.58,61.0,58.0,7.56,7.49,4.59,2.0,1.0,2.449489742783178,1.048769961156668,1.1180976472702644,0.9508196721311475,0.006079121006504213,3.870193793597421,2.0,2.449489742783178,4.898979485566356
57,0.53,60.5,57.0,5.24,5.28,3.18,2.23606797749979,2.449489742783178,2.449489742783178,1.0561070349589987,0.9127847452419351,0.9421487603305785,0.006023980260621481,1.2982295636750842,5.477225575051661,5.999999999999999,13.416407864998737
58,1.02,63.3,59.0,6.32,6.42,4.03,1.4142135623730951,2.449489742783178,1.4142135623730951,1.0017263703064307,0.8282941661882413,0.9320695102685624,0.0062379662292653655,1.4424978336205572,3.4641016151377544,3.4641016151377544,4.898979485566357
59,0.58,63.0,56.0,5.35,5.28,3.35,2.23606797749979,2.6457513110645907,2.449489742783178,1.0,1.1712195522369402,0.8888888888888888,0.006129082708800939,1.420704050814243,5.916079783099617,6.48074069840786,14.49137674618944
60,0.54,61.1,56.0,5.22,5.26,3.2,2.23606797749979,2.23606797749979,1.4142135623730951,1.0017263703064307,0.9124668725303272,0.9165302782324058,0.006145928936672348,0.7636753236814714,5.000000000000001,3.1622776601683795,7.071067811865476
61,0.23,62.1,58.0,3.9,3.93,2.43,1.7320508075688772,2.449489742783178,2.6457513110645907,1.0401381096245144,0.912146675950011,0.9339774557165861,0.006175390210825137,0.6085228015448559,4.242640687119285,6.48074069840786,11.224972160321824
62,1.01,60.0,59.0,6.53,6.48,3.9,2.0,2.6457513110645907,2.0,1.048769961156668,1.096624905277336,0.9833333333333333,0.006120241784696437,2.02,5.291502622129181,5.291502622129181,10.583005244258363
63,0.31,60.4,56.0,4.43,4.38,2.66,2.23606797749979,2.449489742783178,2.8284271247461903,1.0051791109192922,1.1459228741959577,0.9271523178807948,0.006006233617997807,0.8768124086713189,5.477225575051661,6.928203230275509,15.491933384829668
64,1.52,61.9,58.0,7.37,7.42,4.58,2.0,1.4142135623730951,1.7320508075688772,1.0332326283987916,0.9220680863951186,0.9369951534733442,0.006068854379005034,2.6327172275046933,2.8284271247461903,2.4494897427831783,4.898979485566357
65,2.02,61.5,59.0,8.08,8.21,5.01,1.7320508075688772,1.7320508075688772,2.0,1.0358221838584376,0.8256926978575331,0.959349593495935,0.0060779780268938365,4.04,2.9999999999999996,3.4641016151377544,5.999999999999999
66,0.36,60.7,58.0,4.62,4.57,2.79,2.0,2.23606797749979,2.23606797749979,1.0358221838584376,1.139486818963324,0.9555189456342669,0.006111391725847856,0.8049844718999243,4.47213595499958,5.000000000000001,10.000000000000002
67,2.01,60.8,57.0,8.15,8.13,4.95,2.23606797749979,1.0,1.4142135623730951,1.0051791109192922,1.0299230022154662,0.9375,0.006128337914723263,2.842569260369921,2.23606797749979,1.4142135623730951,3.1622776601683795
68,1.01,59.1,59.0,6.5,6.59,3.87,1.7320508075688772,1.7320508075688772,2.23606797749979,1.0,0.8478817833340657,0.9983079526226734,0.006092725858403241,2.258428657274788,2.9999999999999996,3.872983346207417,6.7082039324993685
69,1.08,61.3,57.0,6.59,6.62,4.05,2.23606797749979,2.0,2.8284271247461903,1.0051791109192922,0.9469544774613735,0.9298531810766721,0.0061125908674836155,3.0547012947258856,4.47213595499958,5.656854249492381,12.649110640673518
70,0.33,61.4,58.0,4.46,4.5,2.75,1.7320508075688772,1.4142135623730951,1.7320508075688772,1.0401381096245144,0.8983966818791833,0.9446254071661238,0.005979073243647235,0.5715767664977295,2.4494897427831783,2.4494897427831783,4.242640687119286
71,0.31,62.2,58.0,4.34,4.38,2.71,2.0,2.0,2.23606797749979,1.0310746655157532,0.8957512607551985,0.932475884244373,0.006017672701188851,0.6931810730249348,4.0,4.47213595499958,8.94427190999916
72,0.4,61.1,61.0,4.76,4.7,2.89,2.0,2.0,1.7320508075688772,1.0548122572291756,1.1644186089356372,0.9983633387888707,0.0061866755094881955,0.6928203230275509,4.0,3.4641016151377544,6.928203230275509
73,0.48,62.1,56.0,5.01,5.04,3.12,2.23606797749979,1.4142135623730951,2.449489742783178,1.0388433318946915,0.9308640819366035,0.9017713365539453,0.0060928204640779485,1.1757550765359253,3.1622776601683795,3.4641016151377544,7.745966692414834
74,1.0,62.7,57.0,6.44,6.38,4.02,2.23606797749979,2.23606797749979,1.7320508075688772,1.0561070349589987,1.1188767867394045,0.9090909090909091,0.006054348286217426,1.7320508075688772,5.000000000000001,3.872983346207417,8.660254037844387
75,0.51,62.7,55.0,5.08,5.1,3.19,2.23606797749979,2.0,2.449489742783178,1.0017263703064307,0.9539430191435935,0.8771929824561403,0.0061708587367018,1.2492397688194208,4.47213595499958,4.898979485566356,10.954451150103322
76,1.2,61.1,59.0,6.81,6.87,4.18,1.7320508075688772,2.23606797749979,2.0,1.048769961156668,0.900087018711942,0.9656301145662848,0.006136222733349121,2.4,3.872983346207417,4.47213595499958,7.745966692414834
77,1.51,63.3,56.0,7.3,7.26,4.61,1.7320508075688772,2.449489742783178,2.0,1.0,1.0681564641403327,0.8846761453396524,0.006180399391324799,3.02,4.242640687119285,4.898979485566356,8.48528137423857
78,0.71,61.6,53.0,5.79,5.73,3.55,2.23606797749979,2.449489742783178,1.7320508075688772,1.0548122572291756,1.1331497338641894,0.8603896103896104,0.006028327109085593,1.2297560733739028,5.477225575051661,4.242640687119285,9.486832980505138
79,1.01,63.1,55.0,6.34,6.37,4.01,1.7320508075688772,2.0,2.23606797749979,1.0358221838584376,0.9449262341655384,0.8716323296354992,0.0062366060394873,2.258428657274788,3.4641016151377544,4.47213595499958,7.745966692414834
80,1.51,61.8,59.0,7.32,7.27,4.51,2.0,1.7320508075688772,2.23606797749979,1.0332326283987916,1.0857255108599795,0.9546925566343043,0.00629151032263515,3.3764626460246827,3.4641016151377544,3.872983346207417,7.745966692414834
81,0.58,61.2,57.0,5.36,5.39,3.29,2.23606797749979,2.23606797749979,2.23606797749979,1.0401381096245144,0.9352167877069808,0.9313725490196078,0.006102089043871664,1.296919426949878,5.000000000000001,5.000000000000001,11.18033988749895
82,1.62,61.7,56.0,7.53,7.57,4.66,2.23606797749979,2.0,2.0,1.0401381096245144,0.9384025092776442,0.9076175040518638,0.0060987136435068316,3.24,4.47213595499958,4.0,8.94427190999916
83,1.02,62.8,59.0,6.44,6.39,4.03,2.0,2.449489742783178,2.0,1.0051791109192922,1.0980449284818454,0.9394904458598726,0.006150471354034951,2.04,4.898979485566356,4.898979485566356,9.797958971132712
84,0.34,61.8,56.0,4.47,4.49,2.77,2.23606797749979,2.23606797749979,2.449489742783178,1.0310746655157532,0.9478381515228417,0.9061488673139159,0.006115687474052173,0.8328265125462805,5.000000000000001,5.477225575051661,12.247448713915892
85,1.51,63.7,61.0,7.15,7.11,4.54,1.4142135623730951,1.4142135623730951,1.7320508075688772,1.0332326283987916,1.069639156509018,0.9576138147566718,0.006542525920209519,2.6153967194290044,2.0000000000000004,2.4494897427831783,3.4641016151377553
86,0.34,61.9,56.0,4.47,4.51,2.78,2.23606797749979,2.449489742783178,2.6457513110645907,1.0561070349589987,0.8986110920963976,0.9046849757673667,0.006066665588941369,0.8995554457619609,5.477225575051661,6.48074069840786,14.49137674618944
87,1.7,61.9,60.0,7.57,7.61,4.7,1.7320508075688772,1.7320508075688772,2.0,1.0358221838584376,0.9387169779964682,0.9693053311793215,0.006278711485783575,3.4,2.9999999999999996,3.4641016151377544,5.999999999999999
88,1.57,60.2,60.0,7.49,7.43,4.49,2.0,2.23606797749979,1.4142135623730951,1.0388433318946915,1.1013263934165298,0.9966777408637874,0.006283225984150591,2.2203152929257595,4.47213595499958,3.1622776601683795,6.324555320336759
89,1.75,60.3,61.0,7.74,7.82,4.69,1.7320508075688772,2.449489742783178,1.7320508075688772,1.0561070349589987,0.8839149746729345,1.0116086235489221,0.006164778715514597,3.031088913245535,4.242640687119285,4.242640687119285,7.348469228349534
90,1.13,61.8,57.0,6.71,6.68,4.14,2.23606797749979,2.23606797749979,1.4142135623730951,1.0051791109192922,1.0552435160784641,0.9223300970873787,0.00608946473454094,1.5980613254815974,5.000000000000001,3.1622776601683795,7.071067811865476
91,0.41,61.7,56.0,4.8,4.77,2.95,2.23606797749979,2.0,2.8284271247461903,1.0548122572291756,1.0781378674184021,0.9076175040518638,0.006070189153016143,1.159655121145938,4.47213595499958,5.656854249492381,12.649110640673518
92,0.34,62.1,54.0,4.48,4.5,2.79,2.23606797749979,2.0,2.8284271247461903,1.0358221838584376,0.9479512480163623,0.8695652173913043,0.006044831313648517,0.9616652224137048,4.47213595499958,5.656854249492381,12.649110640673518
93,0.31,61.2,56.0,4.39,4.37,2.68,2.23606797749979,2.23606797749979,2.449489742783178,1.0360379801467414,1.0563236401613463,0.9150326797385621,0.006029495044960972,0.7593418202627852,5.000000000000001,5.477225575051661,12.247448713915892
94,2.535418909822108,65.5,59.0,9.857034940091843,9.915124776905465,6.2481910114039305,1.0,1.0,1.0,1.0017263703064307,0.9319172366399939,0.9007633587786259,0.004151938838694201,2.535418909822108,1.0,1.0,1.0
95,0.23,56.428450102288004,62.0,4.1,4.11,2.31,1.4142135623730951,2.449489742783178,2.6457513110645907,1.0,0.9711904833572065,1.0987365395932802,0.005908676017274914,0.6085228015448559,3.4641016151377544,6.48074069840786,9.165151389911681
96,1.52,61.8,59.0,7.38,7.31,4.54,2.0,2.449489742783178,2.0,1.0051791109192922,1.121160576946395,0.9546925566343043,0.006206031795819987,3.04,4.898979485566356,4.898979485566356,9.797958971132712
97,2.04,62.8,57.0,8.09,8.02,5.06,2.23606797749979,1.4142135623730951,1.7320508075688772,1.0401381096245144,1.1099153046586085,0.9076433121019108,0.006213792702051552,3.5333836474405094,3.1622776601683795,2.4494897427831783,5.477225575051662
98,1.65,62.0,56.0,7.53,7.59,4.68,1.7320508075688772,1.7320508075688772,2.23606797749979,1.0310746655157532,0.9091559883797562,0.9032258064516129,0.006168809217484084,3.689512162874653,2.9999999999999996,3.872983346207417,6.7082039324993685
99,0.3,63.1,58.0,4.28,4.24,2.69,1.7320508075688772,2.0,2.23606797749979,1.0332326283987916,1.1192702206193361,0.919175911251981,0.006145530085565443,0.6708203932499369,3.4641016151377544,4.47213595499958,7.745966692414834
100,0.67,60.4,65.0,5.67,5.65,3.42,1.4142135623730951,2.449489742783178,2.23606797749979,1.0358221838584376,1.0433147153118765,1.076158940397351,0.006115291871471899,1.4981655449248592,3.4641016151377544,5.477225575051661,7.745966692414834
101,0.3,61.4,55.0,4.38,4.32,2.67,2.23606797749979,2.0,2.23606797749979,1.0699179974104445,1.1800064040077156,0.8957654723127036,0.0059381632928398095,0.6708203932499369,4.47213595499958,4.47213595499958,10.000000000000002
102,0.34,61.9,56.0,4.49,4.46,2.77,2.0,1.7320508075688772,2.0,1.0699179974104445,1.083771653057598,0.9046849757673667,0.006129399777805652,0.68,3.4641016151377544,3.4641016151377544,6.928203230275509
103,0.27,61.8,56.0,4.15,4.17,2.57,2.23606797749979,1.7320508075688772,2.0,1.0401381096245144,0.9439402410458834,0.9061488673139159,0.006070807879503907,0.54,3.872983346207417,3.4641016151377544,7.745966692414834
104,0.5,61.5,54.0,5.13,5.15,3.16,2.23606797749979,1.4142135623730951,1.7320508075688772,1.0548122572291756,0.9543806662305632,0.8780487804878049,0.005989055360671693,0.8660254037844386,3.1622776601683795,2.4494897427831783,5.477225575051662
105,0.51,61.7,58.0,5.12,5.15,3.17,2.0,2.449489742783178,2.0,1.0358221838584376,0.9322937724327696,0.940032414910859,0.006101459373372944,1.02,4.898979485566356,4.898979485566356,9.797958971132712
106,0.46,62.4,56.0,4.95,4.98,3.1,2.23606797749979,2.6457513110645907,2.0,1.0332326283987916,0.9300585168487554,0.8974358974358975,0.006019516318777881,0.92,5.916079783099617,5.291502622129181,11.832159566199234
107,0.32,61.6,55.0,4.44,4.42,2.73,2.0,1.7320508075688772,2.449489742783178,1.0310746655157532,1.0556705571918013,0.8928571428571428,0.005972856651589684,0.7838367176906169,3.4641016151377544,4.242640687119285,8.48528137423857
108,0.48,60.6,62.0,5.06,5.0,3.05,2.0,2.23606797749979,1.7320508075688772,1.0051791109192922,1.153894624182586,1.023102310231023,0.006220436726495173,0.831384387633061,4.47213595499958,3.872983346207417,7.745966692414834
109,0.31,61.6,55.0,4.36,4.37,2.69,2.23606797749979,2.23606797749979,2.0,1.0358221838584376,0.9728830289213665,0.8928571428571428,0.006048413688395249,0.62,5.000000000000001,4.47213595499958,10.000000000000002
110,0.3,59.7,63.0,4.32,4.35,2.59,1.4142135623730951,2.449489742783178,2.0,1.0,0.9203094432489956,1.0552763819095476,0.006163799267247545,0.6,3.4641016151377544,4.898979485566356,6.928203230275509
111,0.43,61.0,58.0,4.92,4.89,2.99,2.0,2.0,2.23606797749979,1.0699179974104445,1.0761552376145442,0.9508196721311475,0.0059775512091251575,0.9615092303249096,4.0,4.47213595499958,8.94427190999916
112,0.7,63.8,57.0,5.58,5.55,3.55,1.4142135623730951,1.7320508075688772,1.4142135623730951,1.0,1.0668284522477662,0.8934169278996865,0.006367112228084514,0.9899494936611666,2.4494897427831783,2.4494897427831783,3.4641016151377553
113,0.5,61.3,57.0,5.13,5.15,3.15,2.23606797749979,2.449489742783178,2.0,1.0017263703064307,0.9543806662305632,0.9298531810766721,0.006008068234832556,1.0,5.477225575051661,4.898979485566356,10.954451150103322
114,0.6,65.7,55.0,5.31,5.23,3.46,1.0,2.0,1.7320508075688772,1.0548122572291756,1.1998141695864937,0.837138508371385,0.006244230721078144,1.0392304845413263,2.0,3.4641016151377544,3.4641016151377544
115,1.05,60.8,56.0,6.62,6.58,4.01,2.23606797749979,1.7320508075688772,1.7320508075688772,1.048769961156668,1.0754374352683995,0.9210526315789475,0.006011198140792519,1.818653347947321,3.872983346207417,2.9999999999999996,6.7082039324993685
116,1.02,60.1,60.0,6.58,6.53,3.94,2.0,2.23606797749979,1.7320508075688772,1.0561070349589987,1.095853623698162,0.9983361064891847,0.006025108541148975,1.7666918237202547,4.47213595499958,3.872983346207417,7.745966692414834
117,2.28,62.9,57.0,8.41,8.34,5.27,2.23606797749979,1.4142135623730951,1.4142135623730951,1.0561070349589987,1.1055015145968965,0.9062003179650239,0.006168253095371436,3.224406922210657,3.1622776601683795,2.0000000000000004,4.4721359549995805
118,0.27,59.5,56.0,4.2,4.31,2.53,1.7320508075688772,2.449489742783178,2.0,1.0332326283987916,0.7332705497721403,0.9411764705882353,0.005895446226324871,0.54,4.242640687119285,4.898979485566356,8.48528137423857
